utterance_id,group_id,group_size,distance_z_score,intra_group_distance
2092_145706_000043_000004,set_fb13fc6f41e2,4,0.0,
2092_145706_000044_000001,set_1c332be6ace7,25,-0.13849857449531555,0.056732416
2092_145706_000045_000000,set_078d648d9f03,18,-0.7018304467201233,0.04521686
2092_145706_000045_000002,set_f5a7c7e36e5b,5,-0.6744999885559082,0.063664496
2092_145706_000046_000000,set_bb83af79d55c,13,1.3700755834579468,0.06682134
2092_145706_000046_000001,set_534626d82544,25,1.2613567113876343,0.0788731
2092_145706_000047_000000,set_6ba283ea9f47,22,-0.11208344250917435,0.05190718
2092_145706_000048_000000,set_6ba283ea9f47,22,0.016476258635520935,0.05446744
2092_145706_000048_000001,set_534626d82544,25,-0.03262453153729439,0.05402416
2092_145706_000048_000002,set_69e6ad12d1c2,1,0.0,
2092_145706_000048_000003,set_a1f229092282,7,1.1272404193878174,0.06612402
2092_145706_000050_000000,set_6ba283ea9f47,22,2.8750545978546143,0.111395836
2092_145706_000050_000001,set_bb83af79d55c,13,-0.16274721920490265,0.055342197
2092_145706_000050_000002,set_534626d82544,25,0.7755829095840454,0.069544554
2092_145706_000051_000001,set_f5a7c7e36e5b,5,0.0,0.08429158
2092_145706_000052_000000,set_bb83af79d55c,13,-2.198719024658203,0.04009503
2092_145706_000052_000001,set_bb83af79d55c,13,0.7537564635276794,0.06220579
2092_145706_000052_000002,set_bb83af79d55c,13,-0.45601534843444824,0.053145945
2092_145706_000053_000000,set_6ba283ea9f47,22,-0.3452352285385132,0.04726398
2092_145706_000053_000001,set_534626d82544,25,-0.23548883199691772,0.05012846
2092_145706_000054_000000,set_bb83af79d55c,13,-2.269594669342041,0.039564252
2092_145706_000054_000001,set_fb13fc6f41e2,4,0.0,
2092_145706_000054_000002,set_bb83af79d55c,13,-0.8252449035644531,0.050380826
2092_145706_000055_000000,set_1c332be6ace7,25,0.5817921161651611,0.07616949
2092_145706_000055_000001,set_8b3e317c8d54,3,0.0,
2092_145706_000056_000000,set_078d648d9f03,18,5.413887977600098,0.19076431
2092_145706_000056_000001,set_6ba283ea9f47,22,1.0097148418426514,0.07424772
2092_145706_000057_000000,set_534626d82544,25,0.035722170025110245,0.055336654
2092_145706_000059_000000,set_534626d82544,25,0.0,0.054650664
2092_145706_000060_000000,set_534626d82544,25,0.17178238928318024,0.057949483
2092_145706_000060_000001,set_078d648d9f03,18,-0.34612223505973816,0.053682327
2092_145709_000002_000001,set_078d648d9f03,18,12.802437782287598,0.36660373
2092_145709_000003_000000,set_bb83af79d55c,13,0.0,0.056560993
2092_145709_000004_000000,set_078d648d9f03,18,-0.8543176651000977,0.04158783
2092_145709_000005_000000,set_1c332be6ace7,25,0.7351272106170654,0.080307245
2092_145709_000005_000001,set_6ba283ea9f47,22,-0.6815124750137329,0.04056704
2092_145709_000005_000002,set_f5a7c7e36e5b,5,1.1316101551055908,0.11889768
2092_145709_000006_000000,set_6ba283ea9f47,22,0.2821316123008728,0.059757948
2092_145709_000006_000001,set_6ba283ea9f47,22,0.9633448123931885,0.07332426
2092_145709_000006_000002,set_1c332be6ace7,25,0.9948294162750244,0.08731532
2092_145709_000006_000003,set_534626d82544,25,-0.6920832991600037,0.04136026
2092_145709_000007_000000,set_6ba283ea9f47,22,-0.7442809343338013,0.03931701
2092_145709_000008_000000,set_078d648d9f03,18,0.8100078701972961,0.081196964
2092_145709_000008_000001,set_078d648d9f03,18,-0.47080183029174805,0.05071509
2092_145709_000008_000002,set_1c332be6ace7,25,0.0,0.060469806
2092_145709_000008_000003,set_1c332be6ace7,25,1.345911979675293,0.0967893
2092_145709_000008_000004,set_f5a7c7e36e5b,5,1.1533244848251343,0.11956173
2092_145709_000008_000005,set_534626d82544,25,1.5200064182281494,0.08384007
2092_145709_000009_000001,set_078d648d9f03,18,1.6339845657348633,0.10080671
2092_145709_000010_000000,set_bb83af79d55c,13,0.6744999885559082,0.06161225
2092_145709_000010_000001,set_6ba283ea9f47,22,-0.2664335072040558,0.04883331
2092_145709_000010_000002,set_078d648d9f03,18,-0.02864534966647625,0.06123793
2092_145709_000011_000000,set_6ba283ea9f47,22,-0.7605775594711304,0.038992465
2092_145709_000012_000000,set_6ba283ea9f47,22,-0.3928772211074829,0.046315193
2092_145709_000012_000001,set_6ba283ea9f47,22,-0.022725563496351242,0.053686738
2092_145709_000013_000000,set_6ba283ea9f47,22,-1.2831249237060547,0.02858597
2092_145709_000013_000001,set_6ba283ea9f47,22,0.3710046112537384,0.06152785
2092_145709_000013_000002,set_534626d82544,25,1.634826898574829,0.08604503
2092_145709_000014_000000,set_534626d82544,25,0.14098912477493286,0.057358146
2092_145709_000014_000001,set_6ba283ea9f47,22,0.6958338022232056,0.0679968
2092_145709_000015_000000,set_6ba283ea9f47,22,2.024906635284424,0.094465196
2092_145709_000015_000001,set_534626d82544,25,1.5971431732177734,0.08532137
2092_145709_000015_000002,set_f5a7c7e36e5b,5,-0.531217098236084,0.06804627
211_122425_000003_000002,set_083b707ba035,15,0.0,0.1685636
211_122425_000005_000002,set_083b707ba035,15,-1.2798212766647339,0.07659727
211_122425_000009_000003,set_e3f301a8d665,7,-0.6039053797721863,0.19873112
211_122425_000011_000000,set_4e6c63d4b567,9,-0.993572473526001,0.11330223
211_122425_000012_000000,set_4e6c63d4b567,9,-0.7596750259399414,0.15413314
211_122425_000012_000001,set_4e6c63d4b567,9,-0.9752827882766724,0.11649501
211_122425_000013_000000,set_993ebbbe6ae3,6,0.7190172672271729,0.3029499
211_122425_000022_000000,set_083b707ba035,15,-0.9712942838668823,0.09876764
211_122425_000043_000000,set_083b707ba035,15,-0.3395161032676697,0.14416641
211_122425_000044_000000,set_006aa13e184b,4,0.0,
211_122425_000059_000000,set_4e6c63d4b567,9,0.09619676321744919,0.3035406
211_122425_000068_000005,set_4e6c63d4b567,9,0.2225247323513031,0.32559335
211_122425_000074_000003,set_083b707ba035,15,-0.15698711574077606,0.15728271
211_122425_000093_000000,set_e3f301a8d665,7,0.0,0.25121117
211_122425_000094_000000,set_e90ac63e2b19,3,0.0,
211_122425_000095_000000,set_993ebbbe6ae3,6,-2.8264875411987305,0.19649827
211_122425_000105_000000,set_4b3f1bd3320d,6,-0.3508651852607727,0.14165068
211_122425_000111_000000,set_e90ac63e2b19,3,0.0,
211_122425_000113_000000,set_e6984e9e279e,2,0.0,
211_122425_000131_000001,set_8852008d5d49,4,0.0,
211_122425_000135_000000,set_006aa13e184b,4,0.0,
211_122425_000137_000000,set_4b3f1bd3320d,6,0.3508651852607727,0.1893341
211_122425_000140_000000,set_7edcd398aa33,1,0.0,
211_122425_000142_000000,set_4b3f1bd3320d,6,3.0826456546783447,0.37496185
211_122425_000148_000000,set_0fc19df767fc,1,0.0,
211_122425_000153_000000,set_083b707ba035,15,0.7259835004806519,0.22073185
211_122425_000154_000002,set_9b8ff2cc8e66,2,0.0,
211_122425_000165_000003,set_4e6c63d4b567,9,1.1954171657562256,0.4954288
211_122425_000167_000002,set_083b707ba035,15,0.05549567937850952,0.17255145
211_122425_000167_000003,set_8852008d5d49,4,0.0,
211_122425_000173_000000,set_083b707ba035,15,0.5192058086395264,0.20587307
211_122425_000173_000003,set_9e4b5ec0eb92,5,-1.765908122062683,0.09511709
211_122425_000177_000000,set_e6984e9e279e,2,0.0,
211_122425_000183_000001,set_d55731879841,2,0.0,
211_122442_000009_000000,set_9e4b5ec0eb92,5,-0.8476729989051819,0.15142429
211_122442_000015_000001,set_083b707ba035,15,0.6744999289512634,0.21703231
211_122442_000022_000000,set_006aa13e184b,4,0.0,
211_122442_000029_000000,set_4e6c63d4b567,9,-0.6744999885559082,0.16900194
211_122442_000030_000000,set_9e4b5ec0eb92,5,0.6744999885559082,0.24476564
211_122442_000030_000002,set_9e4b5ec0eb92,5,0.22167818248271942,0.2169981
211_122442_000035_000000,set_4b3f1bd3320d,6,-0.9096811413764954,0.103678465
211_122442_000039_000000,set_083b707ba035,15,-0.1835508942604065,0.15537387
211_122442_000050_000000,set_e3f301a8d665,7,1.0587667226791382,0.34321916
211_122442_000064_000000,set_083b707ba035,15,0.45282748341560364,0.20110321
211_122442_000067_000001,set_4b3f1bd3320d,6,-1.0919725894927979,0.09129155
211_122442_000068_000000,set_083b707ba035,15,-1.0178955793380737,0.09541893
211_122442_000073_000001,set_e90ac63e2b19,3,0.0,
211_122442_000077_000000,set_e3f301a8d665,7,0.6331181526184082,0.30622983
211_122442_000077_000006,set_993ebbbe6ae3,6,5.828797817230225,0.45636797
211_122442_000082_000000,set_5dabb985ab17,3,0.0,
211_122442_000083_000000,set_e3f301a8d665,7,1.4187488555908203,0.374502
211_122442_000085_000000,set_083b707ba035,15,6.3484344482421875,0.624754
211_122442_000089_000001,set_083b707ba035,15,0.689546525478363,0.21811354
211_122442_000101_000000,set_083b707ba035,15,-0.7594459652900696,0.11399078
211_122442_000102_000000,set_4e6c63d4b567,9,0.11094533652067184,0.3061152
211_122442_000104_000000,set_993ebbbe6ae3,6,-0.10690440237522125,0.2781521
211_122442_000108_000002,set_8852008d5d49,4,0.0,
211_122442_000116_000000,set_9e4b5ec0eb92,5,0.0,0.20340455
211_122442_000119_000000,set_993ebbbe6ae3,6,0.10690440237522125,0.2845716
211_122442_000120_000001,set_e3f301a8d665,7,-0.6744999885559082,0.19259638
211_122442_000128_000000,set_e3f301a8d665,7,-1.370427131652832,0.13211954
211_122442_000129_000000,set_d55731879841,2,0.0,
211_122442_000130_000000,set_8852008d5d49,4,0.0,
211_122442_000131_000001,set_9b8ff2cc8e66,2,0.0,
211_122442_000144_000000,set_993ebbbe6ae3,6,-0.6299827098846436,0.262447
211_122442_000144_000001,set_5dabb985ab17,3,0.0,
211_122442_000146_000000,set_5dabb985ab17,3,0.0,
211_122442_000148_000000,set_006aa13e184b,4,0.0,
211_122442_000150_000000,set_4b3f1bd3320d,6,0.43931883573532104,0.19534463
211_122442_000152_000000,set_4e6c63d4b567,9,0.0,0.28674775
2136_5140_000001_000000,set_a350f054abd9,10,0.813532292842865,0.28399217
2136_5140_000003_000000,set_ee776726aac7,18,-0.2353697419166565,0.076597154
2136_5140_000005_000000,set_a350f054abd9,10,1.4509942531585693,0.35296512
2136_5140_000005_000001,set_5285919c88c2,37,0.9463753700256348,0.08444846
2136_5140_000005_000003,set_5285919c88c2,37,-0.2798447608947754,0.058796644
2136_5140_000005_000004,set_5285919c88c2,37,-0.9609349966049194,0.04454863
2136_5140_000007_000000,set_363b39b2ad73,13,-0.5614895224571228,0.07467699
2136_5140_000008_000000,set_cffa0f9d3d94,10,-0.6572226285934448,0.09134734
2136_5140_000010_000000,set_363b39b2ad73,13,-1.1536847352981567,0.05163324
2136_5140_000010_000001,set_5285919c88c2,37,0.6155547499656677,0.07752788
2136_5140_000010_000005,set_a016dbe3305d,4,0.0,
2136_5140_000010_000008,set_4eaf80d2abfc,8,2.7217721939086914,0.22792947
2136_5140_000011_000001,set_73bb0c6a6287,6,-0.61417156457901,0.0870285
2136_5140_000015_000000,set_5285919c88c2,37,0.7113237380981445,0.07953131
2136_5140_000015_000002,set_363b39b2ad73,13,-0.29357481002807617,0.0851022
2136_5140_000015_000003,set_1e2cb96c3b93,4,0.0,
2136_5140_000016_000000,set_363b39b2ad73,13,-0.6198987364768982,0.072404146
2136_5140_000016_000001,set_5285919c88c2,37,1.1967389583587646,0.08968592
2136_5140_000018_000000,set_4eaf80d2abfc,8,-0.5075293183326721,0.13361204
2136_5140_000020_000001,set_0c0100c5e62e,3,0.0,
2136_5140_000021_000000,set_9e304ce84b24,9,-0.7037766575813293,0.06996238
2136_5140_000021_000002,set_50eab5133931,1,0.0,
2136_5140_000021_000003,set_c0a78513dd79,4,0.0,
2136_5140_000023_000003,set_cffa0f9d3d94,10,-0.6372402906417847,0.092241645
2136_5140_000025_000000,set_363b39b2ad73,13,-0.6029972434043884,0.073061824
2136_5140_000025_000001,set_9e304ce84b24,9,-0.6744999885559082,0.07268524
2136_5140_000026_000000,set_363b39b2ad73,13,2.488506555557251,0.19335973
2136_5140_000028_000000,set_a350f054abd9,10,0.07766639441251755,0.20437199
2136_5140_000028_000001,set_fcbf70885984,3,0.0,
2136_5140_000028_000002,set_a350f054abd9,10,-0.5545534491539001,0.13596624
2136_5140_000029_000000,set_5285919c88c2,37,-0.3513210117816925,0.057301402
2136_5140_000029_000001,set_a016dbe3305d,4,0.0,
2136_5140_000032_000000,set_a016dbe3305d,4,0.0,
2136_5140_000032_000001,set_5285919c88c2,37,0.4186915159225464,0.07340962
2136_5140_000032_000002,set_ff84c8670e1e,10,0.03958173468708992,0.1581918
2136_5140_000032_000004,set_5285919c88c2,37,-0.708457350730896,0.049830317
2136_5143_000002_000000,set_5285919c88c2,37,0.04118020087480545,0.0655123
2136_5143_000002_000002,set_1e2cb96c3b93,4,0.0,
2136_5143_000002_000004,set_ee776726aac7,18,-0.2699335813522339,0.07455242
2136_5143_000002_000005,set_ee776726aac7,18,0.9905182123184204,0.14911854
2136_5143_000002_000006,set_5285919c88c2,37,-0.5022514462471008,0.054144025
2136_5143_000002_000008,set_ee776726aac7,18,-0.056958574801683426,0.08715165
2136_5143_000003_000001,set_4eaf80d2abfc,8,1.3346563577651978,0.18741632
2136_5143_000004_000000,set_5285919c88c2,37,-0.5497997403144836,0.053149343
2136_5143_000006_000000,set_ee776726aac7,18,0.8201160430908203,0.13903785
2136_5143_000007_000000,set_a350f054abd9,10,-0.07766639441251755,0.18756509
2136_5143_000007_000001,set_0c0100c5e62e,3,0.0,
2136_5143_000008_000000,set_a350f054abd9,10,-0.17020566761493683,0.1775524
2136_5143_000009_000000,set_ee776726aac7,18,0.056958574801683426,0.093890786
2136_5143_000010_000000,set_5285919c88c2,37,-0.9721696376800537,0.04431361
2136_5143_000011_000003,set_5285919c88c2,37,0.0,0.06465083
2136_5143_000011_000004,set_a350f054abd9,10,-0.3348240554332733,0.1597408
2136_5143_000011_000005,set_ec07ee66ece9,3,0.0,
2136_5143_000011_000006,set_ec07ee66ece9,3,0.0,
2136_5143_000011_000007,set_5285919c88c2,37,0.2392514944076538,0.069655836
2136_5143_000012_000001,set_ee776726aac7,18,-0.5016973614692688,0.06084168
2136_5143_000014_000001,set_ee776726aac7,18,1.007906436920166,0.1501472
2136_5143_000014_000002,set_5285919c88c2,37,0.40808090567588806,0.07318765
2136_5143_000015_000000,set_5285919c88c2,37,-0.5187486410140991,0.053798914
2136_5143_000017_000000,set_1269d6ee1eaa,4,0.0,
2136_5143_000018_000000,set_65bfcd0d6cdc,6,4.254998207092285,0.32409227
2136_5143_000020_000000,set_65bfcd0d6cdc,6,1.1463745832443237,0.17777896
2136_5143_000021_000000,set_cffa0f9d3d94,10,-0.6917773485183716,0.089800835
2136_5143_000021_000003,set_cffa0f9d3d94,10,-0.1227809265255928,0.11526632
2136_5143_000022_000000,set_5285919c88c2,37,8.419404029846191,0.24077988
2136_5143_000023_000000,set_5285919c88c2,37,0.4015817940235138,0.07305169
2136_5143_000024_000001,set_5285919c88c2,37,-0.7211336493492126,0.049565136
2136_5143_000026_000000,set_cffa0f9d3d94,10,-0.7918152213096619,0.08532363
2136_5143_000027_000002,set_5285919c88c2,37,2.22605299949646,0.11121857
2136_5143_000028_000003,set_cffa0f9d3d94,10,0.2062339186668396,0.12999141
2136_5143_000028_000004,set_363b39b2ad73,13,3.3989932537078857,0.22878897
2136_5143_000029_000000,set_363b39b2ad73,13,0.10962987691164017,0.10079187
2136_5143_000029_000001,set_ee776726aac7,18,-0.09076173603534698,0.08515191
2136_5143_000030_000001,set_4eaf80d2abfc,8,0.2970001697540283,0.15710974
2136_5143_000030_000003,set_73bb0c6a6287,6,0.010118938982486725,0.12257719
2136_5143_000031_000000,set_5285919c88c2,37,-0.018642639741301537,0.06426084
2136_5143_000032_000000,set_5285919c88c2,37,0.1473802924156189,0.06773394
2136_5143_000033_000000,set_cffa0f9d3d94,10,0.1227809265255928,0.12625647
2136_5143_000033_000002,set_9e304ce84b24,9,-0.08066821098327637,0.12791419
2136_5143_000035_000001,set_86a933c72058,4,0.0,
2136_5143_000036_000000,set_65bfcd0d6cdc,6,-0.9275248646736145,0.080166936
2136_5143_000036_000001,set_1e2cb96c3b93,4,0.0,
2136_5143_000040_000000,set_9e304ce84b24,9,0.0,0.13541669
2136_5143_000041_000000,set_5285919c88c2,37,0.3303448259830475,0.071561456
2136_5143_000041_000001,set_ad2e514457f1,2,0.0,
2136_5143_000043_000000,set_ff84c8670e1e,10,-0.8387738466262817,0.10060352
2136_5143_000043_000002,set_9e304ce84b24,9,2.593151330947876,0.3765911
2136_5143_000045_000000,set_9e304ce84b24,9,0.9901667237281799,0.22750652
2136_5143_000046_000000,set_1269d6ee1eaa,4,0.0,
2136_5143_000049_000000,set_318cb620c5f2,2,0.0,
2136_5143_000050_000001,set_ff84c8670e1e,10,-0.33323603868484497,0.13374847
2136_5143_000051_000000,set_ad2e514457f1,2,0.0,
2136_5143_000054_000001,set_cffa0f9d3d94,10,0.9035542011260986,0.16120005
2136_5143_000054_000002,set_ee776726aac7,18,2.1840226650238037,0.21972418
2136_5143_000054_000003,set_4eaf80d2abfc,8,-0.2970001697540283,0.13976091
2136_5143_000055_000000,set_c0a78513dd79,4,0.0,
2136_5143_000055_000001,set_c0a78513dd79,4,0.0,
2136_5143_000055_000002,set_c0a78513dd79,4,0.0,
2136_5143_000059_000000,set_c5b8457185f4,4,0.0,
2136_5143_000059_000001,set_76d79013dbd4,1,0.0,
2136_5143_000061_000000,set_1e2cb96c3b93,4,0.0,
2136_5143_000061_000001,set_318cb620c5f2,2,0.0,
2136_5143_000062_000000,set_ff84c8670e1e,10,2.6341259479522705,0.32829982
2136_5143_000063_000000,set_1269d6ee1eaa,4,0.0,
2136_5143_000064_000000,set_65bfcd0d6cdc,6,-0.4214751124382019,0.10398513
2136_5143_000065_000001,set_4eaf80d2abfc,8,1.762006402015686,0.19989783
2136_5143_000066_000000,set_c72cac2a9081,1,0.0,
2136_5143_000067_000001,set_a350f054abd9,10,1.5457673072814941,0.3632195
2136_5143_000068_000001,set_fcbf70885984,3,0.0,
2136_5143_000069_000000,set_5285919c88c2,37,0.9471617341041565,0.08446491
2136_5143_000070_000001,set_ee776726aac7,18,2.382110118865967,0.23144269
2136_5147_000002_000000,set_363b39b2ad73,13,4.516105651855469,0.27225852
2136_5147_000005_000002,set_86a933c72058,4,0.0,
2136_5147_000006_000000,set_a65e032e6d71,1,0.0,
2136_5147_000006_000001,set_73bb0c6a6287,6,-0.010118938982486725,0.121424794
2136_5147_000007_000006,set_0c0100c5e62e,3,0.0,
2136_5147_000008_000000,set_5285919c88c2,37,-1.3766975402832031,0.03585112
2136_5147_000009_000000,set_ff84c8670e1e,10,1.8703073263168335,0.278221
2136_5147_000009_000001,set_86a933c72058,4,0.0,
2136_5147_000010_000000,set_cffa0f9d3d94,10,1.4393103122711182,0.18517786
2136_5147_000012_000000,set_9e304ce84b24,9,1.4245411157608032,0.26790524
2136_5147_000013_000000,set_ff84c8670e1e,10,-0.3323223888874054,0.13380837
2136_5147_000013_000002,set_c5b8457185f4,4,0.0,
2136_5147_000015_000000,set_73bb0c6a6287,6,2.3241872787475586,0.25434613
2136_5147_000017_000000,set_5285919c88c2,37,-0.6744999885559082,0.050540686
2136_5147_000017_000001,set_5285919c88c2,37,-0.3154888451099396,0.05805099
2136_5147_000018_000000,set_a016dbe3305d,4,0.0,
2136_5147_000018_000001,set_ee776726aac7,18,0.810848593711853,0.1384896
2136_5147_000020_000000,set_65bfcd0d6cdc,6,-0.03683079779148102,0.12208915
2136_5147_000020_000002,set_86a933c72058,4,0.0,
2136_5147_000021_000000,set_ee776726aac7,18,-0.5750910043716431,0.05649984
2136_5147_000021_000001,set_5285919c88c2,37,-1.0533332824707031,0.04261571
2136_5147_000022_000000,set_fcbf70885984,3,0.0,
2136_5147_000024_000000,set_cffa0f9d3d94,10,3.161912441253662,0.26227307
2136_5147_000025_000000,set_5285919c88c2,37,-0.6873472929000854,0.05027193
2136_5147_000029_000000,set_363b39b2ad73,13,0.674500048160553,0.122772336
2136_5147_000030_000001,set_5285919c88c2,37,-0.6660889983177185,0.05071664
2136_5147_000030_000002,set_65bfcd0d6cdc,6,0.03683079779148102,0.12555617
2136_5147_000033_000000,set_363b39b2ad73,13,-1.0415964126586914,0.05599487
2136_5147_000037_000000,set_a350f054abd9,10,-0.794446587562561,0.11000997
2136_5147_000039_000000,set_5285919c88c2,37,5.437897682189941,0.1784085
2136_5147_000040_000000,set_c5b8457185f4,4,0.0,
2136_5147_000043_000000,set_4eaf80d2abfc,8,-0.3493156135082245,0.13823295
2136_5147_000043_000001,set_73bb0c6a6287,6,-0.7545136213302612,0.07903707
2136_5147_000044_000000,set_9e304ce84b24,9,0.4716230034828186,0.17927969
2136_5147_000045_000001,set_1269d6ee1eaa,4,0.0,
2136_5147_000045_000002,set_ff84c8670e1e,10,-0.7450246810913086,0.10675007
2136_5147_000046_000000,set_363b39b2ad73,13,0.0,0.09652591
2136_5147_000046_000001,set_a350f054abd9,10,1.2073606252670288,0.32660413
2136_5147_000049_000000,set_5285919c88c2,37,-0.09203646332025528,0.062725484
2136_5147_000050_000001,set_ee776726aac7,18,1.8828250169754028,0.20190585
2136_5147_000050_000002,set_5285919c88c2,37,0.8574730753898621,0.08258867
2136_5147_000050_000003,set_ee776726aac7,18,-0.2623326778411865,0.075002074
2136_5147_000051_000000,set_ec07ee66ece9,3,0.0,
2136_5147_000052_000000,set_4eaf80d2abfc,8,-0.8414707183837891,0.12385869
2136_5147_000052_000002,set_ff84c8670e1e,10,0.6039752960205078,0.19519556
2136_5147_000052_000003,set_363b39b2ad73,13,2.707599401473999,0.20188516
2136_5147_000053_000000,set_73bb0c6a6287,6,0.7348284125328064,0.16384399
2136_5147_000056_000003,set_ff84c8670e1e,10,6.845423698425293,0.60440826
2136_5147_000056_000004,set_ff84c8670e1e,10,-0.03958173468708992,0.15300155
2136_5147_000057_000000,set_ee776726aac7,18,-0.24046288430690765,0.07629585
2136_5147_000058_000000,set_ee776726aac7,18,-0.7739089727401733,0.044738114
2136_5147_000058_000001,set_ee776726aac7,18,6.107902526855469,0.45185405
2136_5147_000059_000000,set_9e304ce84b24,9,-0.1933567225933075,0.11743367
2136_5147_000060_000000,set_5285919c88c2,37,6.580013751983643,0.2023009
2136_5147_000062_000001,set_5285919c88c2,37,-0.9173358678817749,0.0454607
2136_5147_000062_000002,set_5285919c88c2,37,4.559315204620361,0.16002905
2136_5147_000063_000001,set_c5b8457185f4,4,0.0,
2159_179154_000008_000001,set_4cb8ce4a2ab6,1,0.0,
2159_179154_000008_000003,set_09adc72e2703,1,0.0,
2159_179154_000012_000004,set_4ac2f6f5d7f0,2,0.0,
2159_179154_000012_000006,set_a953d8530f39,2,0.0,
2159_179154_000014_000005,set_90dcb5352b29,1,0.0,
2159_179154_000019_000003,set_7fe41d839606,1,0.0,
2159_179156_000013_000000,set_a953d8530f39,2,0.0,
2159_179157_000006_000009,set_4ac2f6f5d7f0,2,0.0,
2182_181173_000001_000000,set_a43219c04606,11,7.115198612213135,0.7035205
2182_181173_000002_000001,set_c3275ce3e52a,6,-0.47750869393348694,0.045407772
2182_181173_000002_000002,set_585e5ec538e9,19,-0.4536440074443817,0.06259465
2182_181173_000002_000003,set_0ae29b7ccd9f,10,0.4551781415939331,0.083109856
2182_181173_000003_000000,set_0ae29b7ccd9f,10,-0.4946533143520355,0.06290805
2182_181173_000004_000001,set_ce189ea5fddf,4,0.0,
2182_181173_000004_000003,set_aee06866b545,10,1.786498785018921,0.13726729
2182_181173_000006_000000,set_41614dae9c38,2,0.0,
2182_181173_000006_000001,set_7104015c3bda,13,0.0,0.100361526
2182_181173_000006_000004,set_0ae29b7ccd9f,10,-0.9846069812774658,0.052487314
2182_181173_000006_000005,set_aee06866b545,10,0.9952698349952698,0.11059284
2182_181173_000007_000001,set_0ae29b7ccd9f,10,-0.33986327052116394,0.06620026
2182_181173_000008_000002,set_5bd40aaad212,2,0.0,
2182_181173_000008_000003,set_585e5ec538e9,19,0.7352707982063293,0.11758441
2182_181173_000008_000004,set_7104015c3bda,13,-0.36334115266799927,0.07449484
2182_181173_000010_000001,set_585e5ec538e9,19,0.5962300300598145,0.11115348
2182_181173_000010_000002,set_d366731524b7,3,0.0,
2182_181173_000010_000003,set_4a077ab2a6cb,3,0.0,
2182_181173_000011_000000,set_0ae29b7ccd9f,10,1.0063287019729614,0.09483218
2182_181173_000011_000001,set_c3275ce3e52a,6,-0.8714913129806519,0.037027597
2182_181173_000012_000001,set_7c536356dadf,2,0.0,
2182_181173_000014_000001,set_a43219c04606,11,-0.47601592540740967,0.16995543
2182_181173_000014_000002,set_0ae29b7ccd9f,10,-0.44512858986854553,0.06396139
2182_181173_000014_000003,set_0ae29b7ccd9f,10,0.33986327052116394,0.080657244
2182_181173_000015_000000,set_7104015c3bda,13,0.00739289540797472,0.100887835
2182_181173_000015_000001,set_ac947b01188e,5,-0.6744999885559082,0.084398925
2182_181173_000015_000002,set_ac947b01188e,5,0.0,0.113321304
2182_181173_000016_000000,set_afd4ca65e3ac,4,0.0,
2182_181173_000018_000000,set_a43219c04606,11,-0.9862280488014221,0.13409406
2182_181173_000018_000001,set_442fc5bc08bb,3,0.0,
2182_181173_000018_000002,set_b7573cf33638,5,0.5005322098731995,0.122716665
2182_181173_000018_000003,set_0ae29b7ccd9f,10,0.8543466925621033,0.0915997
2182_181173_000021_000000,set_c3275ce3e52a,6,-0.2235228270292282,0.05081016
2182_181173_000021_000002,set_0ae29b7ccd9f,10,-0.8943935632705688,0.054406047
2182_181173_000021_000004,set_585e5ec538e9,19,-0.295240581035614,0.069921136
2182_181173_000022_000000,set_7104015c3bda,13,0.24367335438728333,0.11770892
2182_181173_000023_000000,set_a43219c04606,11,-0.5178231000900269,0.16701692
2182_181173_000024_000000,set_c3275ce3e52a,6,0.2235228270292282,0.060319006
2182_181173_000026_000001,set_aee06866b545,10,1.2055615186691284,0.11768234
2182_181173_000026_000003,set_a43219c04606,11,0.0814010500907898,0.2091347
2182_181173_000026_000004,set_c3275ce3e52a,6,5.077692031860352,0.16356921
2182_181173_000027_000000,set_7104015c3bda,13,0.8685898184776306,0.16219747
2182_181173_000027_000002,set_afd4ca65e3ac,4,0.0,
2182_181173_000027_000003,set_442fc5bc08bb,3,0.0,
2182_181173_000027_000005,set_0bb8f4eedbd2,4,0.0,
2182_181173_000027_000006,set_585e5ec538e9,19,2.2134170532226562,0.18595171
2182_181173_000028_000000,set_7c536356dadf,2,0.0,
2182_181173_000028_000001,set_585e5ec538e9,19,0.16461104154586792,0.09119022
2182_181173_000029_000000,set_5bd40aaad212,2,0.0,
2182_181173_000030_000001,set_585e5ec538e9,19,1.6803652048110962,0.16129696
2182_181173_000031_000000,set_585e5ec538e9,19,2.033496379852295,0.17763
2182_181173_000032_000000,set_b7573cf33638,5,1.0690553188323975,0.13740748
2182_181173_000032_000001,set_585e5ec538e9,19,-0.18784873187541962,0.07488823
2182_181173_000033_000000,set_ffcfdafa58cb,5,-0.9920411705970764,0.23509163
2182_181173_000033_000001,set_ffcfdafa58cb,5,0.0,0.2814402
2182_181173_000033_000002,set_4a077ab2a6cb,3,0.0,
2182_181173_000033_000003,set_0bb8f4eedbd2,4,0.0,
2182_181173_000033_000004,set_0bb8f4eedbd2,4,0.0,
2182_181173_000034_000000,set_954f50aa2f99,3,0.0,
2182_181173_000035_000000,set_4a077ab2a6cb,3,0.0,
2182_181173_000035_000001,set_ffcfdafa58cb,5,0.6744999885559082,0.3129531
2182_181173_000035_000002,set_d366731524b7,3,0.0,
2182_181183_000001_000000,set_a43219c04606,11,4.077204704284668,0.48998845
